product_name,custom_code,material_type,material_finish,eb_brand,panel_type,thickness_band_mm,edge_band_code,price_per_running_meter
FP002,CV-532,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,68.28
FP005,GR-304,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,13.45
FP005,GR-304,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,20.25
FP005,GR-304,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,43.68
FP005,GR-304,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,23.88
FP005,GR-304,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,32.7
FP005,GR-304,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,68.28
FSP001,CRY-1129 Z,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
FSP001,CRY-1129 Z,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
FSP001,CRY-1129 Z,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
FSP001,CRY-1129 Z,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
FSP001,CRY-1129 Z,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
FSP001,CRY-1129 Z,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
FSP004,STN-259,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
FSP004,STN-259,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
FSP004,STN-259,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
FSP004,STN-259,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
FSP004,STN-259,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
FSP004,STN-259,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
FSP005,STN-257,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
FSP005,STN-257,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
FSP005,STN-257,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
FSP005,STN-257,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
FSP005,STN-257,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
FSP005,STN-257,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
WP003,HD-7040,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,13.45
WP003,HD-7040,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,20.25
WP003,HD-7040,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,43.68
WP003,HD-7040,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,23.88
WP003,HD-7040,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,32.7
WP003,HD-7040,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,68.28
WP004,HD-7041,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,13.45
WP004,HD-7041,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,20.25
WP004,HD-7041,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,43.68
WP004,HD-7041,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,23.88
WP004,HD-7041,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,32.7
WP004,HD-7041,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,68.28
WSM001,107 SUD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
WSM001,107 SUD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
WSM001,107 SUD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
WSM001,107 SUD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
WSM001,107 SUD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
WSM001,107 SUD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GSM001,271 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GSM001,271 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GSM001,271 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GSM001,271 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GSM001,271 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GSM001,271 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GSM002,22169,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GSM002,22169,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GSM002,22169,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GSM002,22169,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GSM002,22169,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GSM002,22169,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GSM003,21369,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GSM003,21369,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GSM003,21369,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GSM003,21369,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GSM003,21369,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GSM003,21369,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GSM004,266 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GSM004,266 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GSM004,266 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GSM004,266 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GSM004,266 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GSM004,266 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM001,272 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM001,272 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM001,272 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM001,272 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM001,272 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM001,272 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM002,1561 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM002,1561 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM002,1561 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM002,1561 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM002,1561 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM002,1561 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM003,1562 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM003,1562 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM003,1562 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM003,1562 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM003,1562 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM003,1562 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM004,297 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM004,297 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM004,297 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM004,297 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM004,297 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM004,297 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM005,1564 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM005,1564 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM005,1564 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM005,1564 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM005,1564 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM005,1564 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM006,22102,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM006,22102,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM006,22102,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM006,22102,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM006,22102,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM006,22102,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BLSM007,21022,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BLSM007,21022,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BLSM007,21022,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BLSM007,21022,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BLSM007,21022,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BLSM007,21022,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GRSM002,1581 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GRSM002,1581 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GRSM002,1581 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GRSM002,1581 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GRSM002,1581 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GRSM002,1581 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GRSM003,244 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GRSM003,244 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GRSM003,244 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GRSM003,244 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GRSM003,244 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GRSM003,244 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GRSM004,245 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GRSM004,245 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GRSM004,245 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GRSM004,245 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GRSM004,245 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GRSM004,245 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GRSM005,1565SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GRSM005,1565SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GRSM005,1565SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GRSM005,1565SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GRSM005,1565SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GRSM005,1565SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GRSM006,1563 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
GRSM006,1563 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
GRSM006,1563 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
GRSM006,1563 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
GRSM006,1563 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
GRSM006,1563 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
VSM001,1553 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
VSM001,1553 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
VSM001,1553 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
VSM001,1553 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
VSM001,1553 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
VSM001,1553 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
RSM002,21155,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
RSM002,21155,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
RSM002,21155,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
RSM002,21155,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
RSM002,21155,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
RSM002,21155,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
RSM003,22084,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
RSM003,22084,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
RSM003,22084,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
RSM003,22084,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
RSM003,22084,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
RSM003,22084,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
RSM004,138 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
RSM004,138 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
RSM004,138 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
RSM004,138 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
RSM004,138 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
RSM004,138 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
RSM005,1552 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
RSM005,1552 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
RSM005,1552 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
RSM005,1552 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
RSM005,1552 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
RSM005,1552 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BSM001,21061,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BSM001,21061,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BSM001,21061,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BSM001,21061,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BSM001,21061,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BSM001,21061,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BSM002,21007,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BSM002,21007,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BSM002,21007,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BSM002,21007,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BSM002,21007,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BSM002,21007,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BSM003,132 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BSM003,132 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BSM003,132 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BSM003,132 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BSM003,132 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BSM003,132 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BSM004,22137 SUD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BSM004,22137 SUD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BSM004,22137 SUD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BSM004,22137 SUD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BSM004,22137 SUD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BSM004,22137 SUD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BSM005,1522 SD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BSM005,1522 SD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BSM005,1522 SD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BSM005,1522 SD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BSM005,1522 SD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BSM005,1522 SD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
BSM006,274 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
BSM006,274 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
BSM006,274 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
BSM006,274 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
BSM006,274 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
BSM006,274 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
YSM001,137 SAT,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
YSM001,137 SAT,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
YSM001,137 SAT,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
YSM001,137 SAT,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
YSM001,137 SAT,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
YSM001,137 SAT,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
YSM002,147 SUD,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
YSM002,147 SUD,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
YSM002,147 SUD,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
YSM002,147 SUD,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
YSM002,147 SUD,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
YSM002,147 SUD,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
GRSM001,CRY-1174 MT,Laminate,Matt,Rehau,Carcass,upto_18.5,23_1p3,28.48
GRSM001,CRY-1174 MT,Laminate,Matt,Rehau,Shutter,upto_18.5,23_1p3,28.48
RSM001,SM-129,Laminate,Matt,Rehau,Carcass,upto_18.5,22_0p8,9.71
RSM001,SM-129,Laminate,Matt,Rehau,Carcass,18.5_to_26.5,30_0p8,13.24
RSM001,SM-129,Laminate,Matt,Rehau,Carcass,26.5_to_41.5,45_0p8,28.56
RSM001,SM-129,Laminate,Matt,Rehau,Shutter,upto_18.5,22_2p0,20.76
RSM001,SM-129,Laminate,Matt,Rehau,Shutter,18.5_to_26.5,30_2p0,25.96
RSM001,SM-129,Laminate,Matt,Rehau,Shutter,26.5_to_41.5,45_2p0,46.73
WSG001,107 SHGL,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
WSG001,107 SHGL,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
GSG001,21069 MR+,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
GSG001,21069 MR+,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BLSG001,22122 HGL,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BLSG001,22122 HGL,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BLSG002,22102 MR+,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BLSG002,22102 MR+,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BLSG003,21022 MR+,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BLSG003,21022 MR+,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
RSG001,138 HDG,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
RSG001,138 HDG,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BSG001,21037 MR+,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BSG001,21037 MR+,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BSG002,22137,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BSG002,22137,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BSG003,21127,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BSG003,21127,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
BSG004,22119,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
BSG004,22119,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
YSG001,22017,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,28.54
YSG001,22017,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,28.54
VSG001,1541 PU,Laminate,Glossy,Rehau,Carcass,upto_18.5,23_1p3,27.01
VSG001,1541 PU,Laminate,Glossy,Rehau,Shutter,upto_18.5,23_1p3,27.01
US001,US001,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US001,US001,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
US002,US002,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US002,US002,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
US003,US003,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US003,US003,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
US004,US004,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US004,US004,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
US005,US005,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US005,US005,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
US006,US006,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US006,US006,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
US007,US007,Acrylic,NA,Sewon,Carcass,upto_18.5,23_1p3,40.0
US007,US007,Acrylic,NA,Sewon,Shutter,upto_18.5,23_1p3,40.0
UM004,UM004,Acrylic,Matt,Sewon,Carcass,upto_18.5,23_1p3,40.0
UM004,UM004,Acrylic,Matt,Sewon,Shutter,upto_18.5,23_1p3,40.0
UM006,UM006,Acrylic,Matt,Sewon,Carcass,upto_18.5,23_1p3,40.0
UM006,UM006,Acrylic,Matt,Sewon,Shutter,upto_18.5,23_1p3,40.0
UM008,UM008,Acrylic,Matt,Sewon,Carcass,upto_18.5,23_1p3,40.0
UM008,UM008,Acrylic,Matt,Sewon,Shutter,upto_18.5,23_1p3,40.0
UM010,UM010,Acrylic,Matt,Sewon,Carcass,upto_18.5,23_1p3,40.0
UM010,UM010,Acrylic,Matt,Sewon,Shutter,upto_18.5,23_1p3,40.0
UG002,UG002,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UG002,UG002,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
UG005,UG005,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UG005,UG005,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
UG008,UG008,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UG008,UG008,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
UG009,UG009,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UG009,UG009,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
UGMT001,UGMT001,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UGMT001,UGMT001,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
UGMT002,UGMT002,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UGMT002,UGMT002,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
UGMT003,UGMT003,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
UGMT003,UGMT003,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
ES91613,ES91613,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
ES91613,ES91613,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
ES91615,ES91615,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
ES91615,ES91615,Acrylic,Glossy,Sewon,Shutter,upto_18.5,23_1p3,40.0
ES91630E,ES91630E,Acrylic,Glossy,Sewon,Carcass,upto_18.5,23_1p3,40.0
